SOURCE  TARGET  COMMENT
∫	ʃ	the first symbol is a musical symbol (for the bass key, the second is IPA)
-		in alignment representation, we do not show whether a word is a clitic or whatever
(	?	not sure, but what do brackets mean?
)	?	see line before
