OBS	CONCEITO	Língua																											
	ACHIOTE	PROTO-MAIPURE		a	b	i	n	k	i	th	ɨ																		
	ACHIOTE	PAR		a	h	i		t			e																		
	ACHIOTE	PIR	h	a	p	i		ç		r	ɨ																		
	ACHIOTE	APU		a	p	ĩ		k	i	r	i																		
	ACHIOTE	GAR			b	í		s	e	t																			
	ACHIOTE	RES			pʰ 	i			i	g	í																		
	ACHIOTE	CUR			p	i				ẓ̌	i																		
{Epps}, {Payne} <piri>	ACHIOTE	YUC			pʰ 	i				ɾ	í																		
	AGOUTI	PROTO-MAIPURE	pʰ 	ɨ	k	ɨ	l		i																				
	AGOUTI	AMU	pj	o	k	e	r		e																				
	AGOUTI	WAU	p	ɨ	k	ɨ	s		ɨ																				
	AGOUTI	PIR	p	e	k		r		i																				
	AGOUTI	PAL	b	u	k	u	tr	r	u																				
	AGOUTI	GAR	pʰ 	í	k	u	l		i	[	r	ɨ	]																
	AGOUTI	LOK	p	ɨ	k	ɨ	l		é																				
{Epps}, {Payne} <píiʔtsí>	AGOUTI	RES	pʰ 	í		iʔ	ts		í																				
	AGOUTI	PIA	p	í		i	s		í																				
	AGOUTI	TAR	p	í			t∫		i																				
	AGOUTI	YUC	p	i			t∫		i																				
	ANIMAL	PROTO-MAIPURE	p	ɨ	r	a																							
	ANIMAL	TER	p	ê	j	o																							
	ANIMAL	BAU	-p	é	r																								
	ANIMAL	IGN	-p	e	r	a																							
	ANIMAL	PIR	p	ɨ	r	a-																							
	ANIMAL	APU	-p	ɨ	r	a																							
	ANIMAL	ASH	p	i	r	a-																							
	ANIMAL	WAP		ɨ	ẓ̌																								
	ANIMAL	PAL	p	i	r																								
	ANIMAL	RES	p	ii	d	u																							
	ANIMAL	YUC	p	i	r	a-																							
	ANT	PROTO-MAIPURE	kh	a	ʃ	i																							
	ANT	AMU	k	a	tʃ	e																							
	ANT	TER	k	o	s	î	[	u				]																	
	ANT	BAU	k	a	ʃ	í	[	r	i			]																	
	ANT	IGN	k	a	tʃ	i	[	r	u			]																	
	ANT	PIR	k	a	tʃ	i	[	tʃ	i			]																	
	ANT	APU	k	a	tʃ	i	[	t	i			]																	
	ANT	MAC	k	a	t	i	[	t	o	r	i	]																	
	ANT	ASH	k	a	ts	i	(	t	o	r	i	)																	
	ANT	WAP	kh	a	tʃh	ɨ	[	r				]																	
	ANT	PAL	k	a	s	i	[	s	i			]																	
	ANT	GAR	h	a		ɨ																							
	ANT	LOK	kh	a	s	i	[	s	i			]																	
	ANT	GUA	h	e	j	ú	[	u				]																	
	ANT	ACH	k	é		e	[	ʃ	i			]																	
	ANT	PIA	k	é		e	[	s	i			]																	
	ANT2	PROTO-MAIPURE	m	a	n	a	ts	i																					
	ANT2	PIR	m	a	n	a	h	i																					
	ANT2	MAC	m	a	n	i	h	i																					
	ANT2	ASH	m	a	n	í	h	i																					
	ANT2	GAR	m	o	n	i	r	ɨ																					
	ANT2	LOK	m	a	n	e																							
	ANT2	RES	m	a	n	e																							
	ANT2	TAR	m	a	n	e																							
	ANT2	YUC	m	a	n	e																							
	ANT2	YAV	m	a	n	e	ɬ	i																					
	ANT3	PROTO-MAIPURE	k	u	d	ɨ																							
	ANT3	CHA	k	o	t	i	[	n	a	]																			
	ANT3	PAR	k	o	t		[	a		]																			
	ANT3	APU	k	a	t	ĩ	[	t	ĩ	]																			
	ARM	PROTO-MAIPURE	d	a	n	a	[	pʰ 	a					]															
	ARM	CHA	t	i	n	á	(	w	a					)															
	ARM	BAU	-t	o	n																								
	ARM	WAP		a	n	u	[	ɓ						]															
	ARM	PAL	-w	a	n																								
	ARM	GAR	-w	a	n																								
	ARM	LOK	-r	ɨ	n	a																							
	ARM	GUA	-r	ɨ	n	a																							
	ARM	RES		-aʔ	n	áa	(	p	[	i	]			)															
{Melendez 2001}, {Payne} <-ná> 	ARM	ACH			-n	á	a	ʃ	i																				
{Ramirez 2001}, {Payne } <-na[pa]>	ARM	CUR			-n	a	a	p	a					]															
	ARM	PIA		-á	n	a																							
{Aikhenvald 2001}, {Payne} <-na[pa]>	ARM	TAR	d	i		a		p	u																				
	ARM	YUC		-aʔa	n	a																							
	ARM	YAV	t	a	n	a	(	p	a	[	s	i	]	)															
	ARM2	PROTO-MAIPURE						w	a	h	k	u																	
	ARM2	CHA						w	a	h	k	o																	
	ARM2	PAR	[	i	ty	o	]		a		k	o																	
	ARM2	WAU						w	ɨ	sɨ	k	u																	
	ARM2	TER						w	o		ʔ	u																	
	ARM2	BAU						-w	ó		h	i	(	s				)											
	ARM2	IGN						-β	a		ʔ	u																	
	ARM2	APU						-w	a		k	o																	
	ARM2	MAC							a		k	o-																	
	ARM2	ASH							a		k	o-																	
	ARM2	PAL						-w	á		k	u																	
	ARM2	RES						-v	aa		k	ó																	
	ARM2	PIA						-w	aa		k	u	(	t	e			)											
	ARM2	YUC						-w	a		k	u	(	l	aʔa	p	a	)											
	ARMADILLO	PROTO-MAIPURE		j			e	t	i																				
	ARMADILLO	PAR	i	j			é	t	e																				
	ARMADILLO	WAU	i	j			e	h	ɨ																				
	ARMADILLO	TER					ô	hy	o																				
	ARMADILLO	APU			s	o	a	t	í																				
	ARMADILLO	MAC					é	t	i	(	n	i			)														
	ARMADILLO	ASH					e	t	i	(	n	i			)														
	ARMADILLO	GAR		g			a	s	í	[	g	a	m	u	]														
	ARMADILLO	LOK		j			e	s	i																				
	ARMADILLO	RES		ts			a	ʔ	i																				
	ARMADILLO	ACH		t∫			e		e																				
	ARMADILLO	PIA		t∫			è		e																				
	ARMADILLO	TAR		j			é		e																				
	ARMADILLO	YUC		j			eʔé																						
	ARMADILLO2	PROTO-MAIPURE	k	a	∫	a																							
	ARMADILLO2	AMU		a	∫	oʔ	[	∫				]																	
	ARMADILLO2	CHA	k	a	∫		[	p	a	l	o	]																	
	ARMADILLO2	BAU	k	a	∫	a	[	s				]																	
	ARMADILLO2	PIR	k		∫	i	[	w	n	a		]																	
	ARRIVE	PROTO-MARIUPE		k	au																								
	ARRIVE	PAR		k	áo	[	k	a					]																
	ARRIVE	ASH		k	o	[	r	]	(	a	k	i-	)																
	ARRIVE	WAP		kh	au-																								
	ARRIVE	TAR	-u	k	á-																								
	ARROW	PROTO-MARIUPE	s	u	m	e	ts	a																					
	ARROW	PAR	t	o	m	é	ts	e																					
	ARROW	TER	s	u	m	e																							
	ARROW	WAP	s	u	m	a	d	a																					
	ARROW	PAL		i	m	é	dr-																						
	ARROW	GAR	g	i	m	a	r	a																					
	ARROW	LOK	s	i	m	a	r	a																					
	ARROW	GUA		i	m	á	l	a	[	a		]																	
	ARROW	PIA	d	e	m			á	[	p	u	]																	
	ARROW2	PROTO-MARIUPE		j	o	k	o	r	ɨ																				
	ARROW2	CHA	a	∫		k	o	l	o	(	l	i	)																
	ARROW2	PAR				k	ó	r	e																				
	ARROW2	WAU			u	k	u																						
	ARROW2	BAU				k	o	r	i-																				
	ARROW2	IGN				-k	i	r	i	[	k	i	]																
	ARROW2	PIR		t∫	o	k	o	r	ɨ																				
	ARROW2	MAC		t∫	o	k	o	r	i																				
	ARROW2	PAL	j	a		k	o-																						
	ARROW2	PLA	ts	u		k	ù	l	u																				
	ASH	PROTO-MARIUPE	p	a	l	i	s	i																					
	ASH	WAP	pʰ 	a	r	i	t	ɨ																					
	ASH	GAR	b	a	l	i	g	i																					
	ASH	LOK	b	a	l	i	s	i																					
	ASH	GUA	p	a	l	í	ʔ	i																					
	ASH	ACH	b	áa	l	i																							
{Epps}, {Payne} <bàali>	ASH	PIA	b	a	l	ì		i																					
{Aikhenvald 2012}, {Payne} <páali>	ASH	TAR	p	á	l	i																							
{Epps}, {Payne} <paʔali>	ASH	YUC	p	a		i	ʔ	l	á																				
	ASH	YAV	h	a	l	i	ts	i																					
	BACK	PROTO-MAIPURE	d		i	n	p	ɨ																					
	BACK	PAR			e		h	é	[	n	e		]																
	BACK	TER		∫	u		p	u	[	n	u-		]																
	BACK	BAU		-t∫	i		p	i																					
	BACK	IGN		-t∫	e		p	a																					
	BACK	ASH		-sy	e	N	p	a																					
	BACK	LOK		h	a		b	ɨ	(	n	r	o	)																
	BACK	GUA		-(a)s	á		p	ɨ																					
	BAD	PROTO-MAIPURE		m	a	h	t∫	i																					
	BAD	AMU	a	m	a	h	s	eʔ	(	ny	e	h	t∫y				)												
	BAD	CHA		m	a		t∫	e	(	w	a						)												
	BAD	MAC		m	a		ts	i																					
	BAD	ASH		m	a		ts	i																					
	BAD	RES		m	a		ts	í	(	k	á	a	ts	í	g	í	)												
	BAD	ACH		m	áa		∫	i-																					
{Ramirez 2001}, {Payne} <maatʃi->	BAD	CUR		m	aa		th	i-																					
	BAD	TAR		m	aá		ts	i	(	m	a						)												
	BAT	PROTO-MAIPURE					p	ɨ	h	d	e	r	ɨ																
	BAT	AMU						p	o	h	s	e	∫	o															
	BAT	TER						w	i		t	ê	t	e															
	BAT	BAU						β	i		t	e	r																
	BAT	IGN						β	i		t	e																	
	BAT	APU	(	∫	i	o	)	p	i			i	r	i															
	BAT	MAC						p	í			i	r	i															
	BAT	ASH						p	i				r	i															
	BAT	GAR						p	ú		l	i	r	i															
	BAT	LOK						b	o		h	i	r	i															
	BAT	GUA						p	ɨ		s	í	t∫	i															
	BAT	RES						p	i		tsh	ii	g	í															
{Melndez 2011}, {Payne} <híʃiʒi>	BAT	ACH						h	í		∫	i	r	i															
{Ramirez 2001}, {Payne} <pitiʒi>	BAT	CUR						p	i	:	t̪	i	ɻ	i															
{Aikhenvald 2001}, {Payne} <piítsiri>	BAT	TAR						p	í		s	i	ɾ	i															
	BAT	YUC						p	i		h	i	r	í															
	BATHE	PROTO-MAIPURE						k	a																				
	BATHE	WAU				a		k	a	(	k	a	p	a					)										
	BATHE	TER				a		hy	i	(	k	o							)										
	BATHE	IGN						-k	a-																				
	BATHE	PIR						k	a-																				
	BATHE	MAC						-k	a	[	a-								]										
	BATHE	ASH						-k	a	[	a-								]										
	BATHE	WAP						kh	a	[	u	]	(	k	u	pʰ 	a	n	)										
	BATHE	PAL				a	w	k	e	(	p	j	e						)										
	BATHE	GAR						k	ɨ	[	d	ɨ	n																
	BATHE	LOK	(	ɨ	)			k	a-																				
	BATHE	GUA		o				ʔ	ó	[	h	ɨ							]										
	BATHE	YAV						k	a	[	w	a							]										
	BEE	PROTO-MAIPURE					m	a	b	a																			
	BEE	PAR					m	á	h	a																			
	BEE	TER					m	ó	p	o																			
	BEE	BAU	[	j	o	]	m	oé	p																				
	BEE	IGN					m	a	p	a																			
	BEE	APU					m	a	p	a																			
	BEE	WAP					m	a	ɓ																				
	BEE	GAR					m	á	b	a																			
	BEE	LOK					m	á	b	a																			
	BEE	GUA					m	a	p	á																			
	BEE	RES					m	aá	p	ú																			
	BEE	ACH					m	áa	b	a																			
	BEE	CUR					m	aa	p	a																			
	BEE	PIA					m	áa	b	a																			
	BEE	TAR					m	áa	p	a																			
	BEE	YUC					m	a	p	a																			
	BEE	YAV					m	a	h	a																			
	BIG	PROTO-MAIPURE	a	n	t	a	[	th		i	]																		
	BIG	AMU	a		t	a	[	∫	]																				
	BIG	MAC	a	n	t	a	(	r		i	)																		
	BIG	ASH	a	n̥	t	a	(	r		i	)																		
	BIG	WAP	ɨ		ɗ	a	[	d		ɨ	]																		
	BIRD	PROTO-MAIPURE	k	u	d	ɨ	[	p	ɨ	r		a	]																
	BIRD	AMU		o:	tj																								
	BIRD	PAR	k	o	t	é	(	h	a	l		e	)																
	BIRD	WAU	k	u	h	u	[	p	ɨ	∫		a	]	[	t	ɨ	]												
	BIRD	WAP	kh	u	th	ɨ	[	ʔ	ɨ	ʒ	]																		
	BIRD	PAL	k	u	h	í	[	p		r		a	]																
	BIRD	GAR	g	u	r	í	[	b	i	u		a	]																
	BIRD	LOK	k	o	d	i	[	b	i	o	]																		
	BIRD	RES	k	oʔ			[	p	íi	d		ú	]																
	BIRD	CAB	ʔ	u			[	p	i	r		a	]																
	BIRD	PIA	k	u		ì	[	p	ì	r		a	]																
	BIRD	TAR	k			é	[	p	i	r		a	]																
	BIRD	YUC	k	u			[	p	i	r		aʔa	]	[	pʰ 	á	]												
	BITTER	PROTO-MAIPURE	k	e	pʰ 	i	d	i																					
	BITTER	AMU			p	e:	∫			(	-e	∫		)															
	BITTER	PAR	t	i	h	é																							
	BITTER	PIR			p		s			[	a-			]															
	BITTER	MAC	ky	e	p	i	∫	ii		(	r	i		)															
	BITTER	ASH	k	e	p	i	sy	i-																					
	BITTER	GAR	g	i	f	e																							
	BITTER	LOK	s	i	ɸ	e				(	n			)															
{Allin 1979}, {Payne} <epiitshii>	BITTER	RES		e	p	ii	tsh	ii	ʔ																				
	BITTER	PIA		i	p	i	s	í		(	-i	r	i	)															
{Schauer 2005} ,{Payne} <ipisi->	BITTER	YUC		i	p	i	h	i			n	i																	
	BITTER	YAV	K	e			ɬ	i-																					
	BLACK	PROTO-MARIUPE	kh	ue	r	e																							
	BLACK	AMU	ky	e	ly		(	w	e			)																	
	BLACK	CHA	k	o	s	é	(	w	a			)																	
	BLACK	PAR	k	í	j	a																							
	BLACK	TER	hy	a	ʔ																								
	BLACK	GAR		u	r	í-																							
	BLACK	LOK	kh	a	r	e	[	m	e	n		]																	
	BLACK	CAB	k	ewe	r	e	(	k	a			)																	
	BLACK	PIA	k	úu	l	í-																							
	BLACK	YUC	k	a			[	m	é	n	i	]																	
	BLOOD	PROTO-MARIUPE		[	m		]	i	th	a	h	[	n	a		]													
	BLOOD	AMU							-∫	a	h						(	s		)									
	BLOOD	CHA						i:	l	a																			
	BLOOD	PAR		[	-í	m	]	a	l	á							(	t	i	)									
	BLOOD	TER						í	t	i																			
	BLOOD	BAU						í	t	i																			
	BLOOD	IGN						i	t	i																			
	BLOOD	PIR	h						r	a-																			
	BLOOD	APU						e	r	e							[	k	a	]-									
	BLOOD	MAC						i	r	aa-																			
	BLOOD	ASH						i	r	aa-																			
	BLOOD	WAP						i	ʒ	a							[	i-		]									
	BLOOD	PAL		[	m		]	i	r	á-																			
	BLOOD	GAR						í	t	a-																			
	BLOOD	LOK						-ií	th	ɨ																			
	BLOOD	GUA						í	∫	á																			
	BLOOD	RES						ii	d	ú																			
{Melendez 2001}, {Payne} <-iʒa(naa)>	BLOOD	ACH						ii	r	a	i																		
{Epps}, {Payne} <iʔira>	BLOOD	CAB				i	ʔ	i	r	a																			
{Ramirez 2001}, {Payne} <-iʒa[na]>	BLOOD	CUR						-i:	ɻ	a			n	a	a														
	BLOOD	PIA						-í	r	a		[	n	a		]													
{Aikhenvald 2012}, {Payne} <-íre>	BLOOD	TAR						-í	ɾ	i																			
{Epps} ,{Payane} <-íraa>	BLOOD	YUC						í	r	a			h	i															
	BLOOD	YAV		[	m		]	í	j	a		(	n	i		]													
	BONE	PROTO-MAIPURE									[	n	]	a	p	ɨ													
	BONE	AMU									-[	n	]	a	p	o													
	BONE	CHA	[	k					]					áh	p	u													
	BONE	PAR									[	n	]	a	h	e-													
	BONE	WAU	[	ã	h	ã	p	i	]		[	n	]	a	p	ɨ													
	BONE	TER												ô	p	e-													
	BONE	BAU									[	n	]	o	p	i-													
	BONE	IGN												-a	p	e-													
	BONE	PIR												-a	p	i													
	BONE	APU												a	p	ɨ													
	BONE	PAL												a	p	í-													
	BONE	GAR												-á	b	u													
